,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
28544,B0002DH49U,TOM Stellar Air Pump W-60 - 60gal to 100gal tank,A2B15SRBD1OEFY,0/0,5.0,1300838400,Have the air pump outside under a tarp working 24/7 keeping a hole in the ice of my pond open. A great product both in doors & out.,pet supplies,fish aquatic pets,pumps filters,28,pet supplies,True
36388,B000NUWASC,"Revlon Super Lustrous Lipstick Pearl, .15-Ounces (Pack of 2)",A2CCYTJQNBHFA0,0/0,5.0,1330646400,"Do you like Lipstick? But, do you find that your lipstick makes your lips dry, chapped, or crave Doritos? Well, Revlon Superlustrous is for you! It almost has a balm feel, and is highly pigmented (it only takes one ""coat""). I like this color because it kind of has that Minaj-esque pop of pink but very much subdued and casual Friday appropriate.",beauty,makeup,lips,62,beauty,True
11994,B000NSFO3W,Air Hogs Havoc Heli - Colors May Vary,AOLFSXQEE3HBB,0/0,5.0,1198800000,"I purchased this for my husband for Christmas and he really enjoys it. He did have to ""tweak"" it a bit so that he could fly it better. I believe he put a thumb tack in the front so that he could fly forward. He flies it almost every day. Its movements remind me of a dragonfly. He has crashed it several times and it didn't break yet. Since my husband liked it so much we bought one for my father-in-law, brother and nephew.",toys games,electronics for kids,unknown,84,baby products,False
25224,B00016QUJI,Child Life Essentials Multi Vitamin & Mineral,A2MUW3LNRZ3K78,1/3,3.0,1285891200,"The only complaint I have is that the bottle is glass. Which just happened to all out of the fridge the other day and broke. Otherwise, we put it in OJ in the morning and the kids take with breakfast.",health personal care,nutrition wellness,vitamins supplements,40,health personal care,True
3430,B0002L9HGK,Imaginext Phantom Island Playset,A1TSPZFM3ZCZ9S,1/1,5.0,1103932800,"This one on the top of the list of what my son wanted for Christmas. It was worth it. He loves it. For a boy it has the scary stuff, it glows in the dark and they have to use problem solving skills to put it all together. I am very impressed with this toy and am happy he loves it.",toys games,action toy figures,playsets,61,toys games,True
28401,B000GG0TLS,"Q-TIPS Cotton-Tipped Applicators, Non-Sterile, Size",ATHUN0PJ0MG0P,0/0,5.0,1300147200,"My elderly mother-in-law uses these to apply medicine to her gums. I use them for cleaning audio/video tape heads and paths. Before my wife retired, she'd bring a few home from the clinic from time to time.These are pretty much the same things. Non-Sterile (you don't need sterile as what is already in your mouth is the filthiest stuff around), wooden sticks with a bit of cotton on the end, packaged 100 to a bag, ten bags to a box.Where these stand out is that the drug stores around me only carried the three inch types. I could have driven across the valley to a store the specializes in tools and supplies for electronics techs, but I'd have paid 2-3X as much for a lesser amount.Therefore, these are exactly what we needed, at a good price and with a lot of convenience. One click and they're in my mailbox a few days later.",beauty,tools accessories,cotton swabs,153,baby products,False
11665,B000P0HIFA,Russ Berrie Shining Stars Frog,AFYQ9V4XBVCJ1,1/1,4.0,1197072000,"I think the idea behind ""NAMING A STAR"" is a very interesting concept to gift recipients. Contrary to some of the other ""Shining Stars"" animals in which I was disappointed in the actual product quality, the FROG seems to be well-constructed.",toys games,stuffed animals plush,animals figures,41,toys games,True
20798,B000LQI2S0,Dohm-SS Single Speed Sound Conditioner by Marpac (formerly known as the Sleepmate/Sound Screen 580A),A2ZBXMPSOSY1WY,2/2,5.0,1259798400,"This white noise machine is superior to any of the electronic models. It masks noise much better and there is no annoying repeating pattern. I am purchasing a second one for when we travel and have the kids in another room.Even though there is only one speed setting, you can adjust the sound pitch and volume to some extent by adjusting the air vents. In my opinion, there is really not much reason for having the second speed since you can also just put it further away to reduce the noise level.",health personal care,health care,alternative medicine,92,toys games,False
25321,B000PU31MY,"FURminator deShedding Tool for Cats, 1.75-Inch Edge",A3ELNO4OFBYFIB,0/0,5.0,1286582400,"I am absolutely pleased with this item!! I was a little skeptical at first since it was so cheap compared to other sites and pet stores, but I give this item 100% satisfaction!! Our cats love it! The only downfall (which isn't the company's fault, it's the fault of the FURminator maker's) is that there aren't any directions. It doesn't tell you how often you should use the product, how much pressure to use, how long the blade lasts, or even how to use the FURminator. We use the FURminator about once a week on both of our cats (both short-haired tabby's) and it seems to keep the shedding down, at least for one of our cats... the other cat, has a MAJOR shedding problem, and this seems to help a little bit, but maybe we just need to use it more often on her. Either way, it does still help!!Overall, I would HIGHLY recommend this product to any cat owner!! Not only does it help eliminate a lot of shedding, it leaves your cat's coat super shinny and soft!",pet supplies,cats,grooming,180,pet supplies,True
15224,B000NLV9XI,The Peepee Teepee for the Sprinkling WeeWee in Cellophane Bag,A1L15508CJG0LQ,1/3,5.0,1221436800,The item was purchased as a gift. I saw these in the gift shop at the hospital where I work and was so excited when I found them on your website.,baby products,diapering,diaper changing kits,31,baby products,True
893,B000062T5Q,Masters of the Universe,A3D7KQ7Z3PQRHD,2/2,5.0,1029283200,"I finally ran across one of these at Wal-Mart, the same night I found a Mer-Man-- such luck! Anyway, this figure is identical to the regular Battle Sound He-Man, but this variant has gold armor, rather than silver, and the chain that falls across his chest is silver instead of gold. But the coolest thing about this figure is that he includes another episode of the classic TV show, ""Dragon Invasion."" The weapons included are identical, as are the ""Battle sounds."" It would have been a nice touch if this one had said a different phrase, but it's not a huge deal. Kids probably won't care which version they have, but for adult collectors, it's nice to have both.",toys games,action toy figures,figures,119,toys games,True
21452,B000F3S0B8,Alex Toys Super Cooking Set,A2Q4KI1KLYBZYN,3/3,4.0,1263513600,"I really like this set for the price. It came with plenty of pots and utensils to keep my son happy in his little kitchen, but the pieces are scaled a little smaller than I expected. The 'burners' on his play stove are about 1/2in wider than the biggest pot, so it looks a little off. I doubt that will ever be an issue for him when he's playing, I just wish the stuff could hold a little more ""food.""",toys games,dress up pretend play,pretend play,80,toys games,True
2291,B0000630L2,Thomas and Friends Wooden Railway - Battery Powered Thomas,unknown,2/4,4.0,1078099200,"This is a fun toy and my 2 and 6 year olds love it. However, there is a very hard to read warning on the underside of the train that says that hair may become tangled in wheels. They are not kidding! I had to cut that train out of my two year olds hair when he picked it up off the track and lifted it too close to his head. It happened in an instant! It was a bit traumatic for both of us. Fun toy, but can be dangerous.",toys games,vehicles remote control,play trains railway sets,91,health personal care,False
5575,B0007V633U,Hot Wheels,A1EX2NXM9DZ04G,0/0,2.0,1135814400,"This was No. 1 on the christmas list and it has proven to be a disappointment. He still wants it to work and we fiddled with it for days... trying the suggestions here to no avail. We can't get the switch on the back of the gorilla to even move to automatic. It will go back today, but my 5 year old still says if we could have one that works he would like to replace it. It is a hard decision to take this toy back because he really loves the ""concept.""",toys games,vehicles remote control,play vehicles,93,toys games,True
4974,B0007Y4DB6,LEGO Dino Attack T-1 Typhoon vs. T-Rex,A190ZLPE1CEY03,8/11,5.0,1128470400,"I'm a college student and put this together in a coffee shop (with permission). If you're a parent and have a child that really likes legos and maybe even has a city of his/her own, then this is a must-have. Great durability and is the size of my entire arm length (it's huge).Back in my day, this would have cost $100+, so at this low price, it's definately worth the buy! I have it just for display (my only lego display in my office). It certainly adds a little fun in the office and some good conversation.",toys games,building toys,building sets,97,toys games,True
12379,B000099ZAY,Daydream Toy - SquashBlox Construction Cushions Builder Set,ACD0NU1F75U5N,1/1,4.0,1200182400,"Bought this for my two sons ages 4.5, and 3. They love when mommy builds a big boat and they also love to knock it down just seconds later! :)They cannot yet attach the velcro together but this toy will last until they are able to do that. Can't wait to buy more pieces so we may build something bigger. Use your imagination!!",toys games,building toys,building sets,63,toys games,True
11,B00000IVSN,Blue's Clues How To Host A [Toy],unknown,20/24,1.0,931824000,"My 4 year old loves Blue, but found this product complicated and cumbersome. The company needs to get a clue about young children. This was at about a 10 year old level. The idea is great but the execution was lacking. Overpriced and not as good as the oher Blue's Clues products that I have seen.",toys games,games,board games,56,toys games,True
